t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSMUSG00000030067	ENSMUST00000176565.Foxp1	reg_5668	ENSMUST00000176565.Foxp1.6	one2one
ENSMUSG00000030067	ENSMUST00000113328.Foxp1	reg_5668	ENSMUST00000113328.Foxp1.6	one2one
ENSMUSG00000030067	ENSMUST00000113329.Foxp1	reg_5668	ENSMUST00000113329.Foxp1.6	one2one
ENSMUSG00000030067	ENSMUST00000176850.Foxp1	reg_5668	ENSMUST00000176850.Foxp1.6	one2one
ENSMUSG00000030067	ENSMUST00000176632.Foxp1	reg_5668	ENSMUST00000176632.Foxp1.6	one2one
ENSMUSG00000030067	ENSMUST00000113326.Foxp1	reg_5668	ENSMUST00000113326.Foxp1.6	one2one
ENSMUSG00000030067	ENSMUST00000113324.Foxp1	reg_5668	ENSMUST00000113324.Foxp1.6	one2one
ENSMUSG00000030067	ENSMUST00000074346.Foxp1	reg_5668	ENSMUST00000074346.Foxp1.6	one2one
ENSMUSG00000030067	ENSMUST00000113322.Foxp1	reg_5668	ENSMUST00000113322.Foxp1.6	one2one
ENSMUSG00000029406	ENSMUST00000086123.Pitpnm2	reg_5570	ENSMUST00000086123.Pitpnm2.3012	one2one
ENSMUSG00000029406	ENSMUST00000161273.Pitpnm2	reg_5570	ENSMUST00000161273.Pitpnm2.3012	one2one
ENSMUSG00000029406	ENSMUST00000161938.Pitpnm2	reg_5570	ENSMUST00000161938.Pitpnm2.3012	one2one
ENSMUSG00000029406	ENSMUST00000162812.Pitpnm2	reg_5570	ENSMUST00000162812.Pitpnm2.3012	one2one
ENSMUSG00000049551	ENSMUST00000062572.Fzd9	reg_8487	ENSMUST00000062572.Fzd9.1488	one2one
ENSMUSG00000056043	ENSMUST00000069912.Rgs9bp	reg_14038	ENSMUST00000069912.Rgs9bp.15663	one2one
ENSMUSG00000063458	ENSMUST00000075639.Lrmda	reg_9634	ENSMUST00000075639.Lrmda.-1	one2one
ENSMUSG00000027634	ENSMUST00000069600.Ndrg3	reg_1518	ENSMUST00000069600.Ndrg3.2828	one2one
ENSMUSG00000027634	ENSMUST00000072298.Ndrg3	reg_1518	ENSMUST00000072298.Ndrg3.2828	one2one
ENSMUSG00000020014	ENSMUST00000020200.Cfap54	reg_9176	ENSMUST00000020200.Cfap54.2212	one2one
ENSMUSG00000020014	ENSMUST00000212902.Cfap54	reg_9176	ENSMUST00000212902.Cfap54.-1	one2one
ENSMUSG00000020014	ENSMUST00000168110.Cfap54	reg_9176	ENSMUST00000168110.Cfap54.-1	one2one
ENSMUSG00000026639	ENSMUST00000016315.Lamb3	reg_3761	ENSMUST00000016315.Lamb3.3535	one2one
ENSMUSG00000026639	ENSMUST00000194677.Lamb3	reg_3761	ENSMUST00000194677.Lamb3.3535	one2one
ENSMUSG00000026639	ENSMUST00000159955.Lamb3	reg_3761	ENSMUST00000159955.Lamb3.3535	one2one
ENSMUSG00000060671	ENSMUST00000107396.Atp8b2	reg_4111	ENSMUST00000107396.Atp8b2.11852	one2one
ENSMUSG00000060671	ENSMUST00000069805.Atp8b2	reg_4111	ENSMUST00000069805.Atp8b2.11852	one2one
ENSMUSG00000060671	ENSMUST00000168276.Atp8b2	reg_4111	ENSMUST00000168276.Atp8b2.-1	one2one
ENSMUSG00000045273	ENSMUST00000075550.Cenph	reg_11722	ENSMUST00000075550.Cenph.14723	one2one
ENSMUSG00000042613	ENSMUST00000038942.Pbxip1	reg_7437	ENSMUST00000038942.Pbxip1.12460	one2one
ENSMUSG00000114582	ENSMUST00000224012.3110040M04Rik	None	None	one2zero
ENSMUSG00000020622	ENSMUST00000219826.Nt5c1b	reg_6512	ENSMUST00000219826.Nt5c1b.341	one2one
ENSMUSG00000020622	ENSMUST00000223534.Nt5c1b	reg_6512	ENSMUST00000223534.Nt5c1b.341	one2one
ENSMUSG00000020622	ENSMUST00000217944.Nt5c1b	reg_6512	ENSMUST00000217944.Nt5c1b.341	one2one
ENSMUSG00000020622	ENSMUST00000118657.Nt5c1b	reg_6512	ENSMUST00000118657.Nt5c1b.341	one2one
ENSMUSG00000020622	ENSMUST00000218339.Nt5c1b	reg_6512	ENSMUST00000218339.Nt5c1b.341	one2one
ENSMUSG00000020622	ENSMUST00000002456.Nt5c1b	reg_6512	ENSMUST00000002456.Nt5c1b.341	one2one
ENSMUSG00000019429	ENSMUST00000185748.Ffar3	None	None	one2zero
ENSMUSG00000019429	ENSMUST00000094583.Ffar3	None	None	one2zero
ENSMUSG00000038369	ENSMUST00000109670.Ncoa6	reg_6865	ENSMUST00000109670.Ncoa6.297	one2one
ENSMUSG00000038369	ENSMUST00000043126.Ncoa6	reg_6865	ENSMUST00000043126.Ncoa6.297	one2one
ENSMUSG00000038369	ENSMUST00000109669.Ncoa6	reg_6865	ENSMUST00000109669.Ncoa6.297	one2one
ENSMUSG00000032258	ENSMUST00000034793.Lca5	reg_15208	ENSMUST00000034793.Lca5.2766	one2one
ENSMUSG00000032258	ENSMUST00000034791.Lca5	reg_15208	ENSMUST00000034791.Lca5.2766	one2one
ENSMUSG00000039989	ENSMUST00000026665.Cbx4	reg_13756	ENSMUST00000026665.Cbx4.3906	one2one
ENSMUSG00000061531	ENSMUST00000077517.Tmem236	reg_11040	ENSMUST00000077517.Tmem236.639	one2one
ENSMUSG00000006522	ENSMUST00000227995.Itih3	reg_784	ENSMUST00000227995.Itih3.-1	one2one
ENSMUSG00000006522	ENSMUST00000006697.Itih3	reg_784	ENSMUST00000006697.Itih3.-1	one2one
ENSMUSG00000002983	ENSMUST00000098754.Relb	reg_3603	ENSMUST00000098754.Relb.2706	one2one
ENSMUSG00000002983	ENSMUST00000094762.Relb	reg_3603	ENSMUST00000094762.Relb.2706	one2one
ENSMUSG00000002983	ENSMUST00000049912.Relb	reg_3603	ENSMUST00000049912.Relb.2706	one2one
ENSMUSG00000059956	ENSMUST00000112724.Serpinb12	reg_1427	ENSMUST00000112724.Serpinb12.-1	one2one
ENSMUSG00000059956	ENSMUST00000081277.Serpinb12	reg_1427	ENSMUST00000081277.Serpinb12.-1	one2one
ENSMUSG00000030223	ENSMUST00000203914.Ptpro	reg_8893	ENSMUST00000203914.Ptpro.-1	one2one
ENSMUSG00000030223	ENSMUST00000167002.Ptpro	reg_8893	ENSMUST00000167002.Ptpro.-1	one2one
ENSMUSG00000030223	ENSMUST00000077115.Ptpro	reg_8893	ENSMUST00000077115.Ptpro.-1	one2one
ENSMUSG00000030223	ENSMUST00000167679.Ptpro	reg_8893	ENSMUST00000167679.Ptpro.-1	one2one
ENSMUSG00000032812	ENSMUST00000084895.Arap1	reg_678	ENSMUST00000084895.Arap1.272	many2one
ENSMUSG00000032812	ENSMUST00000107010.Arap1	reg_678	ENSMUST00000107010.Arap1.272	many2one
ENSMUSG00000032812	ENSMUST00000084896.Arap1	reg_678	ENSMUST00000084896.Arap1.272	many2one
ENSMUSG00000030653	ENSMUST00000084894.Gm45837	reg_678	ENSMUST00000084894.Gm45837.272	many2one
ENSMUSG00000110195	ENSMUST00000209537.Pde2a	reg_678	ENSMUST00000209537.Pde2a.272	many2one
ENSMUSG00000110195	ENSMUST00000163751.Pde2a	reg_678	ENSMUST00000163751.Pde2a.272	many2one
ENSMUSG00000110195	ENSMUST00000166652.Pde2a	reg_678	ENSMUST00000166652.Pde2a.272	many2one
ENSMUSG00000110195	ENSMUST00000211368.Pde2a	reg_678	ENSMUST00000211368.Pde2a.272	many2one
ENSMUSG00000079635	ENSMUST00000115183.Rhox4c	None	None	one2zero
ENSMUSG00000035183	ENSMUST00000070353.Slc24a5	reg_12511	ENSMUST00000070353.Slc24a5.2572	one2one
ENSMUSG00000039873	ENSMUST00000042775.Neurl2	reg_7589	ENSMUST00000042775.Neurl2.3144	one2one
ENSMUSG00000027253	ENSMUST00000028689.Lrp4	reg_10976	ENSMUST00000028689.Lrp4.1231	one2one
ENSMUSG00000022416	ENSMUST00000160424.Cacna1i	reg_9910	ENSMUST00000160424.Cacna1i.-1	one2one
ENSMUSG00000062753	ENSMUST00000231753.AI413582	reg_4921	ENSMUST00000231753.AI413582.-1	one2one
ENSMUSG00000062753	ENSMUST00000232203.AI413582	reg_4921	ENSMUST00000232203.AI413582.-1	one2one
ENSMUSG00000062753	ENSMUST00000154473.AI413582	reg_4921	ENSMUST00000154473.AI413582.-1	one2one
ENSMUSG00000062753	ENSMUST00000145183.AI413582	reg_4921	ENSMUST00000145183.AI413582.-1	one2one
ENSMUSG00000062753	ENSMUST00000232276.AI413582	reg_4921	ENSMUST00000232276.AI413582.-1	one2one
ENSMUSG00000024422	ENSMUST00000025292.Dhx16	reg_5445	ENSMUST00000025292.Dhx16.-1	one2one
ENSMUSG00000035297	ENSMUST00000045993.Cops4	reg_5698	ENSMUST00000045993.Cops4.-1	one2one
ENSMUSG00000020076	ENSMUST00000020270.Ddx50	reg_3948	ENSMUST00000020270.Ddx50.6497	one2one
ENSMUSG00000094612	ENSMUST00000053179.Olfr491	None	None	one2zero
ENSMUSG00000094612	ENSMUST00000209545.Olfr491	None	None	one2zero
ENSMUSG00000094612	ENSMUST00000214605.Olfr491	None	None	one2zero
ENSMUSG00000029387	ENSMUST00000031333.Gtf2h3	reg_14821	ENSMUST00000031333.Gtf2h3.22912	one2one
ENSMUSG00000095280	ENSMUST00000177817.Gm21738	None	None	one2zero
ENSMUSG00000022469	ENSMUST00000126854.Rapgef3	reg_5636	ENSMUST00000126854.Rapgef3.-1	one2one
ENSMUSG00000022469	ENSMUST00000177352.Rapgef3	reg_5636	ENSMUST00000177352.Rapgef3.-1	one2one
ENSMUSG00000022469	ENSMUST00000128775.Rapgef3	reg_5636	ENSMUST00000128775.Rapgef3.-1	one2one
ENSMUSG00000022469	ENSMUST00000129223.Rapgef3	reg_5636	ENSMUST00000129223.Rapgef3.-1	one2one
ENSMUSG00000031494	ENSMUST00000208960.Cd209a	None	None	one2zero
ENSMUSG00000031494	ENSMUST00000207979.Cd209a	None	None	one2zero
ENSMUSG00000031494	ENSMUST00000012847.Cd209a	None	None	one2zero
ENSMUSG00000094876	ENSMUST00000105019.Btbd35f18	None	None	one2zero
ENSMUSG00000028207	ENSMUST00000108339.Asph	reg_10094	ENSMUST00000108339.Asph.-1	one2one
ENSMUSG00000028207	ENSMUST00000108340.Asph	reg_10094	ENSMUST00000108340.Asph.-1	one2one
ENSMUSG00000028207	ENSMUST00000078139.Asph	reg_10094	ENSMUST00000078139.Asph.-1	one2one
ENSMUSG00000087598	ENSMUST00000086006.Zfp111	None	None	one2zero
ENSMUSG00000087598	ENSMUST00000073833.Zfp111	None	None	one2zero
ENSMUSG00000087598	ENSMUST00000056683.Zfp111	None	None	one2zero
ENSMUSG00000010362	ENSMUST00000010506.Rdm1	reg_17092	ENSMUST00000010506.Rdm1.162670	one2one
ENSMUSG00000046591	ENSMUST00000035977.Ticrr	reg_7451	ENSMUST00000035977.Ticrr.11116	one2one
ENSMUSG00000010651	ENSMUST00000010795.Acaa1b	reg_9638	ENSMUST00000010795.Acaa1b.3960	many2one
ENSMUSG00000036138	ENSMUST00000175743.Acaa1a	reg_9638	ENSMUST00000175743.Acaa1a.11298	many2one
ENSMUSG00000036138	ENSMUST00000039784.Acaa1a	reg_9638	ENSMUST00000039784.Acaa1a.11298	many2one
ENSMUSG00000028593	ENSMUST00000030328.Aadacl4fm1	None	None	one2zero
ENSMUSG00000061244	ENSMUST00000161504.Exoc5	reg_13404	ENSMUST00000161504.Exoc5.2278	one2one
ENSMUSG00000061244	ENSMUST00000162175.Exoc5	reg_13404	ENSMUST00000162175.Exoc5.2278	one2one
ENSMUSG00000020267	ENSMUST00000020504.Hint1	reg_14822	ENSMUST00000020504.Hint1.17395	one2one
ENSMUSG00000020267	ENSMUST00000117710.Hint1	reg_14822	ENSMUST00000117710.Hint1.17395	one2one
ENSMUSG00000035027	ENSMUST00000105331.Map2k2	None	None	one2zero
ENSMUSG00000035027	ENSMUST00000143517.Map2k2	None	None	one2zero
ENSMUSG00000034555	ENSMUST00000038546.Tex16	reg_9223	ENSMUST00000038546.Tex16.4773	one2one
ENSMUSG00000042109	ENSMUST00000038757.Csdc2	reg_15622	ENSMUST00000038757.Csdc2.9760	one2one
ENSMUSG00000026177	ENSMUST00000027368.Slc11a1	reg_4434	ENSMUST00000027368.Slc11a1.1433	one2one
ENSMUSG00000026177	ENSMUST00000187516.Slc11a1	reg_4434	ENSMUST00000187516.Slc11a1.1433	one2one
ENSMUSG00000042379	ENSMUST00000038144.Esm1	reg_3246	ENSMUST00000038144.Esm1.880	one2one
ENSMUSG00000022961	ENSMUST00000119368.Son	reg_13731	ENSMUST00000119368.Son.1952	one2one
ENSMUSG00000022961	ENSMUST00000114036.Son	reg_13731	ENSMUST00000114036.Son.1952	one2one
ENSMUSG00000022961	ENSMUST00000114037.Son	reg_13731	ENSMUST00000114037.Son.1952	one2one
ENSMUSG00000022961	ENSMUST00000117633.Son	reg_13731	ENSMUST00000117633.Son.1952	one2one
ENSMUSG00000031340	ENSMUST00000064780.Gabre	reg_8197	ENSMUST00000064780.Gabre.-1	one2one
ENSMUSG00000049536	ENSMUST00000055104.Tceal1	None	None	one2zero
ENSMUSG00000028757	ENSMUST00000030538.Ddost	reg_16735	ENSMUST00000030538.Ddost.135963	one2many
ENSMUSG00000028757	ENSMUST00000030538.Ddost	reg_15952	ENSMUST00000030538.Ddost.19841	one2many
ENSMUSG00000028757	ENSMUST00000030538.Ddost	reg_16738	ENSMUST00000030538.Ddost.133465	one2many
ENSMUSG00000042404	ENSMUST00000098914.Dennd4b	reg_4638	ENSMUST00000098914.Dennd4b.660	one2one
ENSMUSG00000042404	ENSMUST00000129564.Dennd4b	reg_4638	ENSMUST00000129564.Dennd4b.660	one2one
ENSMUSG00000092073	ENSMUST00000165424.Gm6205	None	None	one2zero
ENSMUSG00000092073	ENSMUST00000190001.Gm6205	None	None	one2zero
ENSMUSG00000017999	ENSMUST00000018143.Ddx27	reg_16567	ENSMUST00000018143.Ddx27.7469	one2one
ENSMUSG00000021786	ENSMUST00000022311.Oxsm	reg_10741	ENSMUST00000022311.Oxsm.4379	one2one
ENSMUSG00000021786	ENSMUST00000112624.Oxsm	reg_10741	ENSMUST00000112624.Oxsm.4379	one2one
ENSMUSG00000021786	ENSMUST00000112625.Oxsm	reg_10741	ENSMUST00000112625.Oxsm.4379	one2one
ENSMUSG00000112241	ENSMUST00000174113.Gm49325	None	None	one2zero
ENSMUSG00000025889	ENSMUST00000163779.Snca	reg_9446	ENSMUST00000163779.Snca.4668	one2one
ENSMUSG00000025889	ENSMUST00000114268.Snca	reg_9446	ENSMUST00000114268.Snca.4668	one2one
ENSMUSG00000051154	ENSMUST00000171845.Commd3	reg_11822	ENSMUST00000171845.Commd3.2010	one2one
ENSMUSG00000051154	ENSMUST00000061158.Commd3	reg_11822	ENSMUST00000061158.Commd3.2010	one2one
ENSMUSG00000095620	ENSMUST00000187183.Csta2	reg_9191	ENSMUST00000187183.Csta2.30375	many2one
ENSMUSG00000095620	ENSMUST00000187742.Csta2	reg_9191	ENSMUST00000187742.Csta2.30375	many2one
ENSMUSG00000095620	ENSMUST00000063539.Csta2	reg_9191	ENSMUST00000063539.Csta2.30375	many2one
ENSMUSG00000034362	ENSMUST00000096090.Csta1	reg_9191	ENSMUST00000096090.Csta1.6211	many2one
ENSMUSG00000094733	ENSMUST00000089628.Csta3	reg_9191	ENSMUST00000089628.Csta3.30375	many2one
ENSMUSG00000059657	ENSMUST00000079184.Stfa2l1	reg_9191	ENSMUST00000079184.Stfa2l1.32869	many2one
ENSMUSG00000079597	ENSMUST00000114858.Cstdc4	reg_9191	ENSMUST00000114858.Cstdc4.-1	many2one
ENSMUSG00000091418	ENSMUST00000168866.Gm3164	None	None	one2zero
ENSMUSG00000078798	ENSMUST00000108522.Sult2a1	None	None	one2zero
ENSMUSG00000078963	ENSMUST00000237192.Hsbp1l1	reg_12669	ENSMUST00000237192.Hsbp1l1.37084	one2one
ENSMUSG00000078963	ENSMUST00000166219.Hsbp1l1	reg_12669	ENSMUST00000166219.Hsbp1l1.37084	one2one
ENSMUSG00000040183	ENSMUST00000035719.Ankrd6	reg_8144	ENSMUST00000035719.Ankrd6.8170	one2one
ENSMUSG00000040183	ENSMUST00000084749.Ankrd6	reg_8144	ENSMUST00000084749.Ankrd6.8170	one2one
ENSMUSG00000040183	ENSMUST00000084748.Ankrd6	reg_8144	ENSMUST00000084748.Ankrd6.8170	one2one
ENSMUSG00000040183	ENSMUST00000084750.Ankrd6	reg_8144	ENSMUST00000084750.Ankrd6.8170	one2one
ENSMUSG00000040183	ENSMUST00000108166.Ankrd6	reg_8144	ENSMUST00000108166.Ankrd6.8170	one2one
ENSMUSG00000015290	ENSMUST00000178691.Ubl4a	reg_9609	ENSMUST00000178691.Ubl4a.7509	one2one
ENSMUSG00000015290	ENSMUST00000155676.Ubl4a	reg_9609	ENSMUST00000155676.Ubl4a.7509	one2one
ENSMUSG00000067229	ENSMUST00000087234.Cyp2c66	None	None	one2zero
ENSMUSG00000039959	ENSMUST00000060311.Hip1	reg_8485	ENSMUST00000060311.Hip1.1488	one2one
ENSMUSG00000038400	ENSMUST00000036248.Pmepa1	reg_15490	ENSMUST00000036248.Pmepa1.4610	one2one
ENSMUSG00000073804	ENSMUST00000097983.Nps	reg_847	ENSMUST00000097983.Nps.4611	one2one
ENSMUSG00000073804	ENSMUST00000210697.Nps	reg_847	ENSMUST00000210697.Nps.4611	one2one
ENSMUSG00000073804	ENSMUST00000210907.Nps	reg_847	ENSMUST00000210907.Nps.4611	one2one
ENSMUSG00000026674	ENSMUST00000027985.Ddr2	reg_6824	ENSMUST00000027985.Ddr2.934	one2one
ENSMUSG00000026674	ENSMUST00000170800.Ddr2	reg_6824	ENSMUST00000170800.Ddr2.934	one2one
ENSMUSG00000026674	ENSMUST00000194690.Ddr2	reg_6824	ENSMUST00000194690.Ddr2.934	one2one
ENSMUSG00000096883	ENSMUST00000179269.Shisa8	reg_12616	ENSMUST00000179269.Shisa8.2596	one2one
ENSMUSG00000037007	ENSMUST00000049393.Zfp113	reg_9792	ENSMUST00000049393.Zfp113.19491	one2one
ENSMUSG00000037007	ENSMUST00000165640.Zfp113	reg_9792	ENSMUST00000165640.Zfp113.19491	one2one
ENSMUSG00000031661	ENSMUST00000034086.Nkd1	reg_1464	ENSMUST00000034086.Nkd1.4597	one2one
ENSMUSG00000029273	ENSMUST00000113314.Sult1d1	reg_6456	ENSMUST00000113314.Sult1d1.16182	one2one
ENSMUSG00000018362	ENSMUST00000018506.Kpna2	reg_8864	ENSMUST00000018506.Kpna2.718	one2one
ENSMUSG00000050824	ENSMUST00000051864.Sstr5	None	None	one2zero
ENSMUSG00000050824	ENSMUST00000165183.Sstr5	None	None	one2zero
ENSMUSG00000014470	ENSMUST00000014614.Rnf166	reg_4548	ENSMUST00000014614.Rnf166.5524	one2one
ENSMUSG00000062154	ENSMUST00000169575.Tex33	reg_11309	ENSMUST00000169575.Tex33.18924	one2one
ENSMUSG00000062154	ENSMUST00000165170.Tex33	reg_11309	ENSMUST00000165170.Tex33.18924	one2one
ENSMUSG00000062154	ENSMUST00000074380.Tex33	reg_11309	ENSMUST00000074380.Tex33.18924	one2one
ENSMUSG00000038925	ENSMUST00000161740.E330034G19Rik	None	None	one2zero
ENSMUSG00000048065	ENSMUST00000052438.Cyb5r2	reg_426	ENSMUST00000052438.Cyb5r2.2842	one2one
ENSMUSG00000048065	ENSMUST00000208217.Cyb5r2	reg_426	ENSMUST00000208217.Cyb5r2.2842	one2one
ENSMUSG00000036887	ENSMUST00000046285.C1qa	reg_10843	ENSMUST00000046285.C1qa.1138	one2one
ENSMUSG00000046668	ENSMUST00000060722.Cxxc5	reg_12925	ENSMUST00000060722.Cxxc5.88	one2one
ENSMUSG00000026235	ENSMUST00000188797.Epha4	reg_7436	ENSMUST00000188797.Epha4.-1	one2one
ENSMUSG00000026235	ENSMUST00000027451.Epha4	reg_7436	ENSMUST00000027451.Epha4.-1	one2one
ENSMUSG00000016758	ENSMUST00000230912.Bik	reg_641	ENSMUST00000230912.Bik.25091	one2one
ENSMUSG00000016758	ENSMUST00000016902.Bik	reg_641	ENSMUST00000016902.Bik.25091	one2one
ENSMUSG00000079260	ENSMUST00000111820.Tmppe	reg_868	ENSMUST00000111820.Tmppe.11247	one2one
ENSMUSG00000108948	ENSMUST00000216868.Olfr695	None	None	one2zero
ENSMUSG00000016409	ENSMUST00000016553.Nkap	reg_13209	ENSMUST00000016553.Nkap.20353	one2many
ENSMUSG00000016409	ENSMUST00000016553.Nkap	reg_9286	ENSMUST00000016553.Nkap.121361	one2many
ENSMUSG00000018481	ENSMUST00000018625.Appbp2	reg_3712	ENSMUST00000018625.Appbp2.8643	one2one
ENSMUSG00000037624	ENSMUST00000192723.Kcnk2	reg_377	ENSMUST00000192723.Kcnk2.-1	one2one
ENSMUSG00000037624	ENSMUST00000079451.Kcnk2	reg_377	ENSMUST00000079451.Kcnk2.-1	one2one
ENSMUSG00000037624	ENSMUST00000110920.Kcnk2	reg_377	ENSMUST00000110920.Kcnk2.-1	one2one
ENSMUSG00000037624	ENSMUST00000193319.Kcnk2	reg_377	ENSMUST00000193319.Kcnk2.-1	one2one
ENSMUSG00000037624	ENSMUST00000194402.Kcnk2	reg_377	ENSMUST00000194402.Kcnk2.-1	one2one
ENSMUSG00000020232	ENSMUST00000020454.Hmg20b	reg_10304	ENSMUST00000020454.Hmg20b.21091	one2one
ENSMUSG00000020232	ENSMUST00000105323.Hmg20b	reg_10304	ENSMUST00000105323.Hmg20b.21091	one2one
ENSMUSG00000020232	ENSMUST00000105324.Hmg20b	reg_10304	ENSMUST00000105324.Hmg20b.21091	one2one
ENSMUSG00000020232	ENSMUST00000167481.Hmg20b	reg_10304	ENSMUST00000167481.Hmg20b.21091	one2one
ENSMUSG00000006589	ENSMUST00000006764.Aprt	reg_5247	ENSMUST00000006764.Aprt.9109	one2one
ENSMUSG00000069855	ENSMUST00000093029.Slc47a2	reg_4119	ENSMUST00000093029.Slc47a2.-1	one2one
ENSMUSG00000000673	ENSMUST00000000687.Haao	reg_15770	ENSMUST00000000687.Haao.18087	one2one
ENSMUSG00000045903	ENSMUST00000056129.Npas4	reg_247	ENSMUST00000056129.Npas4.3165	one2one
ENSMUSG00000017211	ENSMUST00000093938.Gsdma2	None	None	one2zero
ENSMUSG00000029417	ENSMUST00000113093.Cxcl9	reg_7750	ENSMUST00000113093.Cxcl9.3835	one2one
ENSMUSG00000026858	ENSMUST00000100214.Miga2	reg_14315	ENSMUST00000100214.Miga2.10316	one2one
ENSMUSG00000026858	ENSMUST00000077977.Miga2	reg_14315	ENSMUST00000077977.Miga2.10316	one2one
ENSMUSG00000013415	ENSMUST00000013559.Igf2bp1	reg_11487	ENSMUST00000013559.Igf2bp1.3162	one2one
ENSMUSG00000044279	ENSMUST00000071826.Crb3	reg_9121	ENSMUST00000071826.Crb3.12995	one2one
ENSMUSG00000044279	ENSMUST00000097299.Crb3	reg_9121	ENSMUST00000097299.Crb3.12995	one2one
ENSMUSG00000044279	ENSMUST00000163763.Crb3	reg_9121	ENSMUST00000163763.Crb3.12995	one2one
ENSMUSG00000044279	ENSMUST00000169543.Crb3	reg_9121	ENSMUST00000169543.Crb3.12995	one2one
ENSMUSG00000033439	ENSMUST00000041524.Trmt13	reg_3222	ENSMUST00000041524.Trmt13.2316	one2one
ENSMUSG00000022306	ENSMUST00000230319.Zfpm2	reg_4947	ENSMUST00000230319.Zfpm2.-1	one2one
ENSMUSG00000022306	ENSMUST00000053467.Zfpm2	reg_4947	ENSMUST00000053467.Zfpm2.-1	one2one
ENSMUSG00000054051	ENSMUST00000066807.Ercc6	reg_7378	ENSMUST00000066807.Ercc6.3123	one2one
ENSMUSG00000029276	ENSMUST00000082121.Glmn	reg_1362	ENSMUST00000082121.Glmn.2235	one2one
ENSMUSG00000029276	ENSMUST00000078021.Glmn	reg_1362	ENSMUST00000078021.Glmn.2235	one2one
ENSMUSG00000029276	ENSMUST00000100949.Glmn	reg_1362	ENSMUST00000100949.Glmn.2235	one2one
ENSMUSG00000034538	ENSMUST00000051435.Zfp418	None	None	one2zero
ENSMUSG00000047517	ENSMUST00000213064.Dmbt1	reg_5459	ENSMUST00000213064.Dmbt1.-1	one2one
ENSMUSG00000047517	ENSMUST00000084509.Dmbt1	reg_5459	ENSMUST00000084509.Dmbt1.-1	one2one
ENSMUSG00000047517	ENSMUST00000208311.Dmbt1	reg_5459	ENSMUST00000208311.Dmbt1.-1	one2one
ENSMUSG00000067614	ENSMUST00000088049.Krt86	reg_15454	ENSMUST00000088049.Krt86.-1	one2one
ENSMUSG00000048040	ENSMUST00000058119.Arxes2	None	None	one2zero
ENSMUSG00000026278	ENSMUST00000201863.Bok	reg_15881	ENSMUST00000201863.Bok.28049	one2one
ENSMUSG00000026278	ENSMUST00000027499.Bok	reg_15881	ENSMUST00000027499.Bok.28049	one2one
ENSMUSG00000048636	ENSMUST00000057977.A730049H05Rik	None	None	one2zero
ENSMUSG00000024527	ENSMUST00000025408.Afg3l2	reg_9098	ENSMUST00000025408.Afg3l2.10377	one2one
ENSMUSG00000020460	ENSMUST00000102844.Rps27a	reg_14645	ENSMUST00000102844.Rps27a.-1	one2one
ENSMUSG00000020460	ENSMUST00000102845.Rps27a	reg_14645	ENSMUST00000102845.Rps27a.-1	one2one
ENSMUSG00000059674	ENSMUST00000067784.Cdh24	reg_4146	ENSMUST00000067784.Cdh24.541	one2one
ENSMUSG00000053702	ENSMUST00000028080.Nebl	reg_6173	ENSMUST00000028080.Nebl.-1	one2one
ENSMUSG00000053702	ENSMUST00000132418.Nebl	reg_6173	ENSMUST00000132418.Nebl.-1	one2one
ENSMUSG00000053702	ENSMUST00000131957.Nebl	reg_6173	ENSMUST00000131957.Nebl.-1	one2one
ENSMUSG00000053702	ENSMUST00000124270.Nebl	reg_6173	ENSMUST00000124270.Nebl.-1	one2one
ENSMUSG00000030518	ENSMUST00000119118.Fam189a1	reg_6491	ENSMUST00000119118.Fam189a1.-1	one2one
ENSMUSG00000000776	ENSMUST00000000793.Polr3d	reg_12091	ENSMUST00000000793.Polr3d.789	one2one
ENSMUSG00000000776	ENSMUST00000180358.Polr3d	reg_12091	ENSMUST00000180358.Polr3d.789	one2one
ENSMUSG00000096356	ENSMUST00000072290.Olfr889	None	None	one2zero
ENSMUSG00000096356	ENSMUST00000217286.Olfr889	None	None	one2zero
ENSMUSG00000068747	ENSMUST00000135636.Sort1	reg_493	ENSMUST00000135636.Sort1.740	one2one
ENSMUSG00000068747	ENSMUST00000102632.Sort1	reg_493	ENSMUST00000102632.Sort1.740	one2one
ENSMUSG00000053483	ENSMUST00000111306.Usp21	reg_6089	ENSMUST00000111306.Usp21.-1	one2one
ENSMUSG00000053483	ENSMUST00000065941.Usp21	reg_6089	ENSMUST00000065941.Usp21.-1	one2one
ENSMUSG00000053483	ENSMUST00000111305.Usp21	reg_6089	ENSMUST00000111305.Usp21.-1	one2one
ENSMUSG00000060216	ENSMUST00000102563.Arrb2	reg_7176	ENSMUST00000102563.Arrb2.-1	one2one
ENSMUSG00000060216	ENSMUST00000079056.Arrb2	reg_7176	ENSMUST00000079056.Arrb2.-1	one2one
ENSMUSG00000060216	ENSMUST00000084954.Arrb2	reg_7176	ENSMUST00000084954.Arrb2.-1	one2one
ENSMUSG00000060216	ENSMUST00000108568.Arrb2	reg_7176	ENSMUST00000108568.Arrb2.-1	one2one
ENSMUSG00000060216	ENSMUST00000102564.Arrb2	reg_7176	ENSMUST00000102564.Arrb2.-1	one2one
ENSMUSG00000049680	ENSMUST00000093362.Urgcp	reg_5116	ENSMUST00000093362.Urgcp.9733	one2one
